Date,Open,High,Low,Close,Mean
16330.0,0.0042890729004697375,0.0037394412842601775,0.0042427074140302095,0.004143586593597385,0.003912612127775693
16331.0,0.004155428106050823,0.0035744606273666463,0.003648874686278378,0.003655463202963117,0.0035681748570472547
16332.0,0.003669223438446698,0.0031512193712080697,0.0032173424014837106,0.0032155674794026355,0.0031214899851296635
16333.0,0.0032324006156597943,0.003085031847278003,0.0032981600777838124,0.0034249200376117853,0.003067477398904252
16334.0,0.003431471747634622,0.0029265260319714624,0.0033479709293055683,0.003275295927928034,0.0030516831680993035
16335.0,0.00329810961906062,0.0028461792951608943,0.0034076140654914775,0.003324725472613336,0.00302482580408485
16336.0,0.003342519267172657,0.003351313238199673,0.0033935224446742444,0.0038239035908535193,0.0032866582197898135
16337.0,0.00384211225320279,0.003271914372433422,0.0037701240143125122,0.0036371364725248405,0.003437651371822696
16338.0,0.0036551674622263227,0.0030882981913860595,0.0035939587119746537,0.003464541101742743,0.0032571802232982503
16339.0,0.003481105919660599,0.0029631558094929174,0.0034510965300092386,0.0033584548538367178,0.003119758955402386
16340.0,0.0033642489442518115,0.0028419067959206466,0.003411269132408216,0.003285668211995916,0.0030314256094416854
16341.0,0.003303616319007833,0.0027601605119031577,0.003063288227124876,0.0029541737526843806,0.002826431120386309
16342.0,0.0029690156122641263,0.002529678091420962,0.0030316918890661957,0.0029287393792525587,0.002669511816041313
16343.0,0.0029565477389673265,0.0026137575325343365,0.003049861243564622,0.0030990496199968416,0.0027350489873093353
16344.0,0.00312484982393655,0.002619619596481905,0.003160674485901573,0.0030496495164383185,0.0027936736127231383
16345.0,0.0030738055880969403,0.0025338486773536896,0.0030423552044032288,0.00292287758265009,0.002698014560243029
16346.0,0.0029430851472852823,0.0024200802084598898,0.002814491149064608,0.002691978452707434,0.0025221070592332732
16347.0,0.0027161539002668205,0.0022274815993428214,0.0023315919465910218,0.0022372140104095543,0.0021829334364693582
16348.0,0.002256383847404633,0.0018966752173184267,0.0017789610650221536,0.0021132171996058424,0.001815871420413549
